soil_moisture,air_temp,rain_forecast,growth_phase,evapotranspiration,water_needed_liters,irrigation_urgency
59.32339367912411,26.70140593233935,9.448232126769101,Semai,2.5600671468623686,386.38,0.51
66.83946531781112,35.83993085893291,13.84884329809255,Generatif,4.838736697413538,551.87,0.53
34.66267298852092,29.702319400889323,49.76403035327134,Vegetatif,5.914244587852114,380.2,0.3
78.30815265065716,30.392903344865903,20.842991008799196,Panen,5.651248634090075,261.59,0.41
46.225020032919815,26.622711495441948,25.085426523905745,Panen,3.5856587264533486,341.92,0.2
89.870521207761,30.169640619981823,38.48483754869342,Generatif,5.379877427206019,180.39,0.0
10.031975407145994,27.06419470241168,31.820779266940686,Panen,6.2513705857158905,459.76,0.46
18.759176673484532,26.428035016601598,42.07103459706667,Semai,5.50931244396019,343.71,0.39
34.14345943482723,27.308667011315215,24.321672929394687,Vegetatif,6.106773355863934,573.61,0.69
12.040607836297053,24.033115782063373,48.6088843746611,Panen,3.5364724363327427,293.54,0.42
72.58715661906007,30.841813344020206,39.8406180793154,Vegetatif,6.997093701630696,270.97,0.05
14.221743029702978,28.64976006627412,20.06826941566326,Generatif,4.698137221909819,721.3,0.84
69.91837066350618,34.784268230327164,19.0635911472624,Vegetatif,7.923343064627413,495.0,0.5
14.205476703163953,24.488486083350253,46.47455960221089,Semai,2.1397119240016256,296.0,0.4
30.21818117224365,24.518403610269,34.22078179073586,Generatif,4.28189222748586,462.58,0.29
77.30214525268237,34.630482207751,31.07168172628193,Panen,3.082850313830665,199.27,0.05
86.08762353901794,25.519735706452096,37.891531871690546,Generatif,5.333657161964321,199.96,0.0
43.16210741284098,24.02592124948802,28.041691405585574,Vegetatif,3.4592305662416765,464.32,0.2
87.59511714500411,26.146966364556164,7.958338654286335,Vegetatif,6.4248676794048905,403.26,0.3
60.1504739006834,33.88651410117125,15.960773103921555,Vegetatif,7.291195174025113,577.74,0.56
43.26680979463451,33.632568993121225,27.897243185448488,Vegetatif,3.2653061214926655,552.15,0.28
74.22410751743335,28.081586530121413,0.9083910463583478,Generatif,2.9640657098107903,557.17,0.41
33.62628161121609,32.016371007118224,21.867535248161392,Generatif,7.252143114370871,619.91,0.73
31.26370090881747,30.086996488029932,37.79014396379684,Vegetatif,4.167631490531034,487.09,0.33
62.52381415288595,34.85681987815087,8.211700225813617,Panen,4.607501809754179,469.83,0.55
41.238988957447596,24.67708170500907,3.2279475078452857,Generatif,3.325817014661214,645.1,0.62
20.873442155598365,33.75814954483958,41.801457036384924,Semai,4.551889208306883,393.93,0.44
15.357138823192704,26.047184033129522,30.863693423168097,Generatif,3.3878004384679814,586.82,0.41
73.02740609987819,28.699450769181112,8.828948624473199,Semai,5.995564643805086,364.32,0.43
64.07285854418757,26.30348581721719,40.31524902915968,Panen,4.993258474880523,113.98,0.07
42.94385796852826,32.43137291512967,32.90647357436062,Semai,6.728362675777453,354.46,0.27
81.69821081368453,32.139914157039094,16.70596348242191,Semai,3.876368696403767,258.66,0.4
42.86854019540797,30.57477122038832,18.80981359808696,Panen,5.033570092754227,452.6,0.65
66.82363771723068,32.37795644164386,7.794408159352417,Vegetatif,3.5571399378628064,568.3,0.5
82.72922201658344,31.674777367256084,41.762779710437016,Generatif,7.606843581479789,220.3,0.0
77.25723669667548,33.317304668211214,25.4503325821871,Panen,5.131614006746618,247.35,0.04
50.888382107166315,26.872879815486584,27.850953832183027,Semai,3.0407749779076587,293.58,0.17
64.45091139573861,29.146951379288645,44.17459575988739,Vegetatif,3.6365939552601745,264.75,0.09
43.09326213818952,25.819518352250746,0.7915308226546958,Generatif,2.4974117847443607,673.98,0.61
61.77577378352912,29.15512277064233,3.3461531261646025,Panen,2.1668959735864,447.01,0.51
30.60419506763167,32.420301017044096,8.07894909299075,Generatif,5.155530956424026,766.51,0.76
44.779369101564264,32.29669392941222,1.5018906544072785,Vegetatif,4.022737535153632,731.08,0.66
26.763659008147123,32.513122839539314,32.907807831219976,Generatif,7.782640731561838,577.02,0.38
13.054796214363842,27.70521034373228,31.69397340941604,Vegetatif,3.027988378168905,593.31,0.44
57.08318804602978,31.946567685491086,10.54009514644928,Panen,6.7634759164216725,458.31,0.57
79.15434762806382,28.409595835067257,7.470322244334737,Vegetatif,3.8958286531574164,465.37,0.38
12.04626196985532,35.333904553260595,7.284235069330336,Panen,3.341224316352231,743.99,0.91
25.682379258343673,28.120396390564064,47.66207066593211,Vegetatif,7.817820914007845,410.87,0.35
46.814804741633594,31.236218808532655,34.67522643123708,Generatif,6.815459592474594,461.03,0.23
63.27174534738027,33.00174857030611,29.271441423253965,Vegetatif,5.7837253486719895,429.59,0.13
23.698335493590914,34.876889148316096,16.124343590254714,Vegetatif,6.182726223342512,745.69,0.82
14.535586317649942,29.25514324144693,21.652159895439482,Generatif,7.948288849103539,712.66,0.84
51.52389741815114,28.325821298499214,4.470294059960383,Semai,5.55924445294932,489.19,0.58
75.4967770445847,29.16033810379907,49.90759440275007,Vegetatif,2.6114027048417605,161.24,0.01
12.818792745021703,27.884356218597368,37.75427317858174,Panen,2.3891967602082884,421.81,0.44
37.94955602872207,31.84709388080777,31.072657841411395,Vegetatif,5.99964066484324,515.34,0.3
63.08117942346682,35.19260116810301,29.388359761394113,Semai,5.945606863550889,276.14,0.15
20.459360488197362,25.512852077872402,25.215718601658626,Panen,6.489042757868532,462.69,0.37
28.875742151420543,30.731064777241883,12.871371383734791,Generatif,2.6526723813956825,701.6,0.75
52.839411502901285,34.77178470432397,11.319520172986685,Generatif,7.66941364853103,651.61,0.62
86.25853570913745,25.201374535872212,27.47662285946122,Generatif,5.3069504834638686,251.37,0.0
32.98740945950048,29.926384929195372,3.510040727897584,Panen,5.897333126127292,594.61,0.72
49.00219369765683,34.38275515032535,3.7235399434267844,Vegetatif,2.2091143002687814,725.1,0.64
41.994469045153465,34.805426540544985,28.040680158017505,Panen,7.765845287093443,409.65,0.3
81.7917337624064,30.172225933834998,45.99060241051196,Panen,5.375551092463692,14.07,0.0
15.75118912248925,24.29942261361261,45.71359255649273,Semai,5.380178677967772,288.02,0.39
55.291807307261145,25.26767014113386,0.5414150330396161,Panen,7.661331897382279,454.56,0.52
77.68957593519552,31.040600942894805,5.369710782372489,Generatif,7.5761010691020045,533.03,0.41
89.04940616500734,25.48630327759614,29.15388468793475,Panen,3.32179155090345,67.03,0.0
65.89803980174459,25.79301332293525,42.423786090308205,Semai,7.586592931435575,88.7,0.05
40.39483805332196,33.26540517338537,47.72245433284144,Panen,6.419727736280368,247.08,0.29
42.94594820271551,33.008304702906,43.02911130228896,Panen,2.1134043639885047,261.7,0.27
38.13457757942111,34.11327311310566,33.88065676482279,Generatif,3.43905889243003,514.19,0.32
58.28904798455628,25.26882163807327,10.026253879461787,Panen,4.477880872828678,406.37,0.5
69.15246165746008,26.377738573161814,3.6310736989481174,Vegetatif,5.496934733034529,538.48,0.44
75.55740508711447,33.995537158303804,2.3757891342822357,Generatif,6.207978382932134,611.4,0.45
43.327448774653746,32.653051304373506,30.60383923127057,Semai,3.261262363741396,376.71,0.27
67.33668018072314,33.67147353393648,1.8094302007678864,Semai,7.020203085642134,482.34,0.51
83.29780736238212,35.87694809889506,36.96199782327753,Semai,7.074291943334928,148.39,0.02
83.66598355605643,34.37317927386842,35.62353686754845,Panen,5.809992915563464,141.93,0.0
66.32232021717141,30.245559010197123,3.9805412388339456,Vegetatif,7.52656346309419,607.44,0.49
60.95217542500289,27.729218217567087,45.33111825183973,Generatif,6.877894561383128,268.18,0.1
52.52208604200054,30.836119038896413,26.096464431265115,Vegetatif,3.3297419557612455,478.91,0.19
24.655813454570286,31.66303860281343,45.22192836688658,Vegetatif,6.792061197862163,485.09,0.39
19.890372208433476,28.02374569511545,45.0805028094161,Semai,7.71921247251863,328.18,0.39
48.856880543150425,33.25124444981614,9.851703194355915,Semai,2.8256386821105854,497.66,0.64
22.755532496596746,25.11304551189464,19.02888139681424,Vegetatif,7.872187308746174,640.06,0.75
56.15999405354688,33.352714208180515,6.731316675190813,Vegetatif,2.1499567806205415,662.33,0.58
61.65621842409745,24.38398222418338,38.748900506816035,Generatif,5.133003468642634,266.99,0.07
52.04924780160326,29.975592728657883,25.206245776893127,Semai,6.643358833870906,330.67,0.19
12.914137001009092,34.3372375617992,46.440378769749096,Semai,6.7426286152775265,418.88,0.5
14.618236704186574,25.03794328825677,10.410760743813869,Panen,6.408035414877608,590.46,0.81
19.067294774518835,30.212867237930034,34.4183830759613,Semai,5.176108236518972,421.63,0.42
22.291664399067123,25.912697267535798,49.46184138863544,Generatif,5.905785932422373,410.8,0.36
89.19060910154666,34.737789000731226,33.26906309104957,Panen,6.199593113918683,141.04,0.0
37.5596013490498,33.98814632440356,3.4386966415356324,Generatif,4.967235345283374,775.52,0.72
33.3578698913029,35.20700691952185,29.421217484759527,Semai,5.574109850807826,461.16,0.36
14.181330853138325,34.49978809836112,8.992137484061836,Semai,7.078208320745439,714.11,0.89
60.82563125484772,32.83863971839189,1.5251388709657698,Vegetatif,3.8772741268749633,661.23,0.55
62.17526281050246,26.218670347062034,16.748034865260706,Vegetatif,5.139237961811794,487.07,0.48
24.035895166293173,27.630031388026808,13.305204152703286,Generatif,2.050878326153047,715.51,0.76
83.53932327396905,29.962261899696088,39.43854494078771,Panen,6.124618398660759,46.57,0.0
74.03948372761019,31.066761378176686,18.684027053905023,Semai,3.1723127876890507,280.7,0.44
28.425545344600643,33.38620074375852,36.64793901925982,Vegetatif,4.886007522282613,526.0,0.38
48.86797847332299,26.723515538244733,0.8119495974665714,Vegetatif,3.2612312976827558,663.15,0.58
46.671268495907995,25.53932872976356,0.7406066716695525,Semai,2.1412022874709535,504.0,0.59
37.88163554738566,29.791322047123632,1.465672877377855,Semai,4.8993233101881,588.64,0.68
75.41077702604906,25.894096930475047,10.967922089129022,Panen,4.549001639664242,305.05,0.39
18.741158849692077,32.32484162795487,18.699389251428084,Vegetatif,4.550897081146284,712.4,0.84
43.225139186223416,30.90757068110061,30.392290155842726,Panen,3.252836959573222,351.11,0.25
44.24249044393736,32.89329356422662,49.29569429134864,Panen,7.683227538489075,214.59,0.26
47.498048369134374,24.7612387158613,17.72047835071663,Semai,2.0210429108641668,367.53,0.57
78.90799928789029,35.57637072533045,2.7829453378583113,Panen,7.349272699984032,440.27,0.44
27.4533496161201,24.000066440108856,9.745008083292433,Semai,6.421411538836892,502.45,0.71
18.23385388098182,27.905308980162417,44.8925916907431,Generatif,3.032432201199629,470.65,0.4
59.42467702568864,32.15561752039488,34.96895950738544,Panen,4.833151917821327,260.11,0.15
23.906757998243773,24.54170488634543,39.51004120192799,Vegetatif,7.933100489049636,447.83,0.34
15.99456686836958,25.000194976291283,6.2084102836396315,Vegetatif,5.8621894219058435,787.03,0.8
44.131937645684275,24.920177246738643,6.749349435375396,Generatif,2.7642603429120047,610.48,0.6
27.571714468651276,30.97811672065175,5.6123003772448,Generatif,4.745853433138591,761.75,0.77
38.89732950943869,34.75110378046246,42.85845821547625,Panen,4.809218579436874,300.64,0.32
30.776886408196596,30.665243732547143,10.498380434680222,Vegetatif,6.81357999729865,730.07,0.74
17.41091701787326,31.242856227356057,32.157587268986084,Vegetatif,7.496977596956932,612.65,0.44
54.82777623393613,28.152019814495873,25.808318309162953,Semai,2.493449259732407,304.37,0.15
12.161473443158854,24.224893903866388,27.219495593692685,Semai,3.8842237217169937,464.42,0.42
87.31002783955196,24.259376613014595,9.771767919563413,Vegetatif,3.79062876131069,377.32,0.29
37.306441738797304,34.65971959777094,31.762304672699475,Semai,7.97628874951411,418.71,0.33
65.6126008391843,25.23086926463576,2.155026722916559,Semai,5.355362700148398,414.72,0.45
74.82902980379599,35.997472461751144,49.673613812881435,Semai,7.278988976719907,77.01,0.08
32.328383643164415,25.973071338135338,1.3379453246364525,Generatif,4.556197096668943,734.63,0.69
69.89909672880546,32.095613327462274,2.5078270357931087,Vegetatif,6.336338902453619,618.83,0.48
76.59366843397676,35.38746566617087,16.232370994584066,Vegetatif,3.7195138538248766,494.24,0.46
29.305378704929083,28.347471331704313,41.581267788476914,Vegetatif,7.470716140935401,439.22,0.33
89.39957415168581,32.813198264975874,12.859460588837146,Semai,4.7308774459192025,263.89,0.35
11.655094627367149,28.21027972130802,23.59675068956641,Panen,6.822352983896524,543.95,0.85
27.36003841884329,27.659292681137345,0.8988665588096467,Panen,3.534901300055389,639.63,0.74
72.40166050215943,26.42164899090527,3.943965824182211,Semai,6.161626051531275,361.44,0.41
25.53048200446023,33.85121888278637,30.398302427035357,Generatif,4.430950426400215,625.15,0.4
65.86078906449652,27.088644763309773,9.71792347247143,Generatif,2.188636537847282,529.83,0.46
78.44243239863229,27.39789795487029,34.71272815097627,Vegetatif,4.478049522554381,268.64,0.0
86.73714181074081,35.98763690638533,39.269558750858856,Panen,5.300129850532523,128.08,0.0
47.939801232021566,27.92772522534384,42.51670997361416,Generatif,2.9105696834790513,355.0,0.2
87.68872983856939,29.07329386598459,6.689966899966132,Panen,3.1034786311556903,296.99,0.33
42.92978373453429,35.88066549329802,22.775427451596247,Panen,4.789176789938941,457.93,0.7
27.45024317395086,28.431604145009118,47.354072495192284,Generatif,4.05637827460044,418.06,0.34
51.11374824677802,28.393824086830403,38.60417712221539,Semai,4.644443228020176,210.78,0.18
61.98585954491941,33.93257359456632,5.848019092307416,Vegetatif,4.764961935936337,629.02,0.55
46.637065283995504,27.743164421852306,25.125012250919713,Vegetatif,2.8404562622165335,506.0,0.2
55.35779551734333,26.805433243708887,46.11902909194194,Generatif,3.0871674516206884,256.22,0.14
43.31273501817509,29.07852306210387,22.001940276159292,Semai,7.088992360876966,382.8,0.64
51.980956321699985,32.40768960691431,41.87088044204844,Generatif,2.976312135862904,387.51,0.21
86.20765375572492,24.518916299751183,24.792186059427863,Generatif,5.995485998049565,262.31,0.3
49.98649220290656,28.4869923266228,5.3405838622876844,Panen,4.511168280606753,472.96,0.59
30.254370624740822,28.154938823350086,7.392746302975367,Panen,7.809420115817845,570.52,0.72
70.69972972100565,26.93782016714439,2.3337876404089855,Vegetatif,2.3966261713294252,545.17,0.43
37.006756622523945,31.85144803085214,9.765737028778226,Panen,6.982333196184571,551.04,0.71
75.29657366571126,27.479880964964128,44.68070499352171,Panen,4.948695386615729,47.73,0.0
14.547359118710812,31.280778708096037,32.50990229716283,Semai,2.032114225185132,466.66,0.46
36.57423816869531,30.052042097455523,36.942846744145555,Generatif,3.581961313637322,472.24,0.29
17.548792660851156,26.606278449910782,31.08307291966639,Generatif,4.446181115295617,577.54,0.4
16.825425939666516,27.19879268450618,19.326964606917386,Semai,3.8851685206935507,533.62,0.81
62.67116473379498,26.047200639678767,10.84305663980008,Panen,4.1746967840836,343.05,0.48
40.82678410828859,24.679550578211494,46.280729200491535,Panen,7.5000314548230795,167.19,0.22
79.71831535880901,31.430261557258937,25.741489077901075,Generatif,4.165604194353966,359.98,0.0
51.312411029882334,32.073464326972015,24.054994060396968,Vegetatif,4.5129762764163965,527.14,0.61
33.62745769378262,25.99199992330404,49.80520442967729,Generatif,6.5667893214686766,361.81,0.28
67.67111103697559,31.384708616232878,19.19649941942383,Vegetatif,6.763001394490251,479.98,0.49
59.921343326855975,35.78501688069093,42.706265744611954,Panen,2.5045379107201677,221.2,0.18
73.96756966633627,24.892825139253866,43.11720301584281,Vegetatif,6.224420207402026,196.87,0.0
61.487062107350795,29.884450469986362,11.633510517889778,Vegetatif,4.895431722060654,545.3,0.52
23.36107336791362,32.79645856372625,4.741984617508105,Vegetatif,2.8031233594259324,838.76,0.81
63.62480301336528,24.552110373956722,48.78100578579321,Vegetatif,3.588263383681306,198.34,0.06
41.323935809264825,33.339281927971385,21.294843206778346,Vegetatif,2.2702129838391123,601.96,0.69
47.05144242060545,35.754134845114635,0.1110161005097754,Generatif,4.161423132871011,790.64,0.67
83.72516605898758,25.06185436239304,24.95089169144793,Semai,3.532438642004145,136.85,0.32
38.797123703819764,33.8667588655911,30.965018187372518,Panen,4.292620384280106,418.89,0.31
58.9567314392671,28.54297853414513,38.80441237240171,Generatif,5.482043285184541,333.24,0.13
39.078538672979164,25.729394429208142,47.14710591118193,Semai,6.394037312219719,179.11,0.24
17.57819882862334,29.918318510356173,45.75853144727315,Generatif,5.632111919357178,487.55,0.43
46.282027363864046,24.85822482937459,47.00679100274343,Semai,6.0702638135596745,137.56,0.18
57.76492035677215,30.26521689800621,1.6062574129736384,Generatif,7.19383472371276,645.26,0.55
42.6002633630079,24.232281456048597,35.588706691523385,Panen,7.242946660769065,257.33,0.2
41.25329477425475,32.74333730007276,11.29289814028433,Panen,7.164316090155044,530.53,0.68
75.63028111155175,29.855636229739062,9.3776343602827,Vegetatif,2.9190134928771596,479.24,0.42
12.374813783157617,29.507275931222168,40.015928429962514,Semai,3.5064148015618724,415.2,0.46
33.646831739209595,26.354297924905005,20.856484458643994,Generatif,5.013951829565433,579.71,0.68
74.94058123017693,28.33515786953719,45.83000378911679,Vegetatif,4.152435764096162,187.32,0.01
83.64241188889311,26.182433189059996,2.1217545397853312,Generatif,2.7900138096797793,479.31,0.33
42.98396686726626,32.82468120642887,40.10904147435816,Panen,3.7265014076339087,292.01,0.27
81.1035394556861,26.388303593196326,6.841720564129783,Panen,7.852572569993835,309.97,0.35
25.914409770002614,31.40103992462058,8.828860078249223,Semai,4.081560532979217,619.56,0.78
27.71416542881381,27.355290012813025,23.86758577622495,Generatif,4.513484409775769,597.69,0.73
77.69531012678428,31.883786351079927,19.779497043639978,Generatif,2.038408531143782,409.14,0.42
82.26061930724946,30.485459507056106,24.308615306433552,Vegetatif,6.316489278741193,370.27,0.38
27.824461437013397,29.08126357983264,47.001326101552756,Panen,4.481300393272279,260.12,0.35
14.745935197488889,32.076010000925656,32.869446778178656,Vegetatif,2.6188403773709665,632.79,0.46
17.22593096442302,28.98866485929875,14.51546909210003,Vegetatif,7.811340429828031,726.69,0.82
30.91046683010906,33.85644723090039,8.64543561589225,Semai,6.664599275510521,618.81,0.77
70.91592617174359,32.75518149882319,21.00231375654668,Vegetatif,6.356900536596362,456.34,0.48
50.79934622370263,30.487667934156974,22.582051363386878,Semai,7.7472340090500165,368.54,0.6
46.44710737942157,34.52472819103197,30.06472049497581,Panen,4.444880507102827,387.67,0.26
56.73119449328007,33.946341857616666,13.300135176988398,Vegetatif,6.3112012417546905,610.49,0.59
81.2178490769749,30.38207273544599,38.37546235484084,Vegetatif,3.2372473843127065,237.46,0.0
17.234430365252607,24.82137232440957,4.923012273969079,Vegetatif,6.18272328471272,780.7,0.79
65.5779302109265,30.79195622639093,28.022668180032724,Vegetatif,2.084474553125617,421.5,0.1
84.14326765243241,28.263083874723428,31.176582662205565,Panen,2.757832282643685,123.52,0.0
27.068003340672,30.48135531364481,10.341579053257266,Semai,4.551553511617091,585.38,0.76
77.02178527694676,31.76556552597112,41.300567524981055,Panen,2.0725561688360488,86.24,0.03
65.84197686076018,31.738062898207676,30.771606260383876,Semai,4.771795132702516,245.24,0.1
11.157482885851575,32.08228852221602,32.28611073239864,Semai,5.136750494390023,513.43,0.49
28.528934428970256,32.151223500540176,24.887175288171925,Vegetatif,5.729639585522492,622.07,0.77
58.467580871670464,25.31137702456205,45.47971085881692,Vegetatif,2.602320061961698,247.16,0.1
50.192027159296934,26.300547965487524,34.69637907438122,Vegetatif,3.086071478763274,383.65,0.17
52.23490020214928,31.56649205450821,19.091778244788127,Semai,5.67970022430317,415.63,0.6
28.554433968545816,28.89806866477244,11.93029438920431,Generatif,5.9491262747758356,719.3,0.74
64.00027765669013,33.15421974366916,3.553083741174362,Generatif,2.1554013692616576,644.87,0.53
31.31346967494215,25.498911387153985,8.268041859017977,Generatif,5.242204172690229,681.42,0.69
41.15479731827631,26.298275933046472,49.634147604182985,Panen,6.709890391992996,171.61,0.23
39.513273270406096,30.701575709237677,20.33834479958201,Semai,2.4146052667123645,453.23,0.68
63.76200176959188,30.008976231214785,44.93436136387034,Generatif,4.479037191479119,271.06,0.1
17.22022093465739,27.19676584772028,8.528467844263222,Semai,3.959067638180611,638.56,0.81
26.44335208321482,28.9001189220619,21.268043567042483,Semai,7.4819937521121,479.26,0.76
26.03976565480543,24.419775336679837,48.02592335167243,Panen,3.114814359238732,235.83,0.32
18.67397392925681,24.44445729593249,4.5566125709649965,Vegetatif,3.910162478866881,773.02,0.77
26.607598306916724,25.13912403389846,29.69921419062514,Vegetatif,7.390668469947818,527.88,0.32
58.564821433868346,30.921509438406726,45.958595034815104,Panen,3.9839198363598367,154.31,0.15
68.57345366993505,34.36459697535784,47.48416864771253,Panen,5.188084643513566,130.36,0.11
62.82427575752982,27.1226794711149,42.30037385558879,Semai,2.198212023385276,121.15,0.09
48.01505103847059,24.407277956681042,42.796721618007474,Generatif,7.909414617050217,316.35,0.17
14.194765687685091,32.50352522462775,32.609147705873276,Semai,6.949680247227137,494.24,0.47
86.72056085494201,34.2642268680608,11.021155404749628,Semai,5.806405668480058,328.85,0.38
23.446116866999354,25.65807342315722,36.533927224245986,Generatif,2.364531638539882,494.79,0.35
63.47370963245367,28.6289723512848,48.91922322293616,Vegetatif,2.4492197682366843,224.45,0.09
83.03124923856888,25.904842087082457,26.29667573364054,Semai,5.269841784744139,133.72,0.0
65.82216767847909,25.27628916731238,13.034867953845058,Vegetatif,3.7103866172206055,481.21,0.45
27.44397121511602,31.778022461692494,28.67355338824989,Vegetatif,5.73673668501904,583.7,0.37
35.26370390112184,35.610437714137575,34.53051781203082,Vegetatif,5.589154891086634,544.45,0.35
12.416469360887614,32.13798750744915,10.414015471220656,Semai,7.031908389675786,698.74,0.88
59.02065926736908,35.81777595369142,35.959467380471125,Generatif,3.688262364275854,428.15,0.19
59.039438470525326,29.212743312843497,29.371642944219595,Generatif,5.467181146945955,407.89,0.13
68.04004651011034,34.77443746592832,30.61749545740261,Vegetatif,6.664179913032566,420.55,0.11
10.879703142049708,26.461010695995654,15.299396486991707,Vegetatif,4.9446379179339575,729.97,0.84
75.42730310595732,25.41485240412952,7.763340505560057,Generatif,6.983861989633667,443.88,0.38
69.09687659202464,32.430240610949234,31.17249476528285,Panen,2.7876572094426377,232.99,0.09
21.270928761927106,28.45689997035163,29.31164945762859,Panen,6.40338659088286,436.41,0.39
37.810128741518284,27.81225123296522,16.900609385690245,Vegetatif,7.6578925491258705,604.88,0.67
61.08199143233734,32.0553669359719,14.79468337729436,Generatif,3.9912999259613966,550.08,0.54
49.663749995226226,28.001808501233857,17.362223083114202,Panen,4.19801865447179,394.22,0.59
19.207541112100994,30.870698066982257,24.49416692494101,Generatif,2.5012980631451285,649.63,0.82
16.98763001092719,27.593461275135652,48.74098675555806,Semai,5.84895667744827,301.33,0.41
72.51650392864732,33.40509105853502,38.17823110131032,Vegetatif,5.314704353809221,320.49,0.07
22.477369441424784,27.748660085943783,42.58698695827442,Panen,2.2420745523942065,310.4,0.37
23.767413914435487,30.419929733954643,25.282478445176555,Vegetatif,6.513272161827871,617.91,0.39
76.47385002854061,24.27811300436414,26.306180588938847,Semai,6.97570697447015,139.27,0.0
58.971170765057366,33.50076940030071,10.216233071851383,Generatif,7.442717624844525,615.89,0.57
58.37724865231779,31.44405329786371,36.05229181505392,Vegetatif,5.274404517023853,364.15,0.15
48.3476617090672,26.30684480391475,21.07920028953181,Panen,4.715480209410544,360.99,0.58
55.51960115218328,26.584480513092302,37.12234294088556,Semai,7.256822927192465,195.19,0.13
